union,company,address,election_date,outcome,elig_voter,fst_votes,votes_no,challenged,latitude,longitude
SMW,AVALON DONUT EQUIPMENT,"13649 PUMICE ST, SANTA FE SPRINGS, CA 906705105",11/6/87,Lost,14,4,9,0,33.8985721,-118.0406798
IBT,OLSON FARMS,"14429 VENTURA BLVD, SHERMAN OAKS, CA 914232646",11/24/87,Won,3,3,0,0,34.1510898,-118.4470678
SMW,JARLAN MFG.,"8701 AVALON BLVD, LOS ANGELES, CA 900033512",12/4/87,Lost,3,0,3,0,33.9590219,-118.2655215
IBT,"GLESBY BUILDING MATERIALS CO., INC.","15199 OXNARD ST, VAN NUYS, CA 914112615",12/4/87,Won,9,7,0,0,34.17989,-118.4637815
IUOE,MORGAN EQUIPMENT / COLTON EQUIPMENT,"14480 ALONDRA BLVD, LA MIRADA, CA 906385503",12/7/87,Lost,12,4,8,0,33.8876802,-118.0229086
BCTW,COUNTRY FRENCH BAKERY,"12814 LAKELAND RD, SANTA FE SPRINGS, CA 906704515",12/9/87,Won,41,23,14,2,33.9314728,-118.0592606
ILWU,INTERNATIONAL SERVICES DBA ITTS,"2401 E SEPULVEDA BLVD, LONG BEACH, CA 908101945",12/10/87,Won,175,110,56,0,33.805587,-118.2230345
IUOE,"MORGAN SERVICES, INC.","905 YALE ST, LOS ANGELES, CA 900121791",12/11/87,Lost,2,0,2,0,34.0654109,-118.2399195
HERE,BROWN DERBY,"911 E COLORADO BLVD, PASADENA, CA 911061772",12/14/87,Won,31,9,5,1,34.1463194,-118.1315148
IBT,SHERATON PLAZA LA REINA HOTEL,"6101 W CENTURY BLVD, LOS ANGELES, CA 900455308",12/15/87,Lost,626,179,215,15,33.9464489,-118.3907235
IBT,WHITTAKER INDUSTRIES,"1840 DANA ST, GLENDALE, CA 912012021",1/4/88,Won,12,6,5,0,34.1687164,-118.2986586
IBT,RESEARCH & EDUCATION INSTITUTE,"1124 W CARSON ST, TORRANCE, CA 905022006",1/8/88,Lost,37,11,24,0,33.8289855,-118.2961239
IBT,L.A. YUMA FREIGHT LINES,"1036 S MAPLE AVE, MONTEBELLO, CA 906406006",1/8/88,Lost,38,5,27,0,33.9952369,-118.1241546
IUOE,L.A. AIRPORT HILTON TOWERS,"5711 W CENTURY BLVD, LOS ANGELES, CA 900455672",1/14/88,Won,22,18,2,1,33.9462252,-118.3816294
IUOE,L.A. MARRIOTT TEXTILE SERVICE CENTER,"2565 S DOMINGUEZ HILLS DR, COMPTON, CA 902206402",1/28/88,Lost,6,0,6,0,33.8632344,-118.2300936
BCTW,LA COLONIAL TORTILLA PRODUCTS,"543 MONTEREY PASS RD, MONTEREY PARK, CA 917542416",1/29/88,Lost,124,29,72,11,34.0571025,-118.14649
IBT,"COSMIC DISTRIBUTION, INC.","408 STANFORD AVE, LOS ANGELES, CA 900132121",2/10/88,Won,46,41,3,0,34.0436069,-118.2400439
IBT,NORTH AMERICAN PHILLIPS CONSUMER ELECTR,"1600 S ANDERSON AVE, COMPTON, CA 902205004",2/12/88,Won,23,18,5,0,33.8793359,-118.2411499
IBT,"HYUNDAI STEEL INDUSTRIES, INC.","6505 N PARAMOUNT BLVD, LONG BEACH, CA 908052720",2/12/88,Won,99,62,31,0,33.8726186,-118.1621867
UFCW,BOB'S FOOD MARKET,"10000 NATIONAL BLVD, LOS ANGELES, CA 900343809",2/16/88,Won,15,8,6,1,34.028732,-118.4033256
UFCW,BOB'S FOOD MART,"1650 OCEAN PARK BLVD, SANTA MONICA, CA 904054822",2/16/88,Won,27,14,10,0,34.0121333,-118.46705
IBT,GKN BECK ARNLEY,"3139 E MARIA ST, COMPTON, CA 902215805",2/18/88,Lost,35,8,27,0,33.8592855,-118.2053549
IBT,"AVECOR, INC.","13596 VAUGHN ST, SAN FERNANDO, CA 913403096",2/19/88,Lost,41,7,33,0,34.2766461,-118.4282215
LOCAL,"LOOMIS ARMORED, INC.","1929 W PICO BLVD, LOS ANGELES, CA 900065008",2/25/88,Lost,70,4,45,3,34.0467411,-118.2808919
LOCAL,"LOOMIS ARMORED, INC.","1929 W PICO BLVD, LOS ANGELES, CA 900065008",2/25/88,Lost,70,4,45,3,34.0467411,-118.2808919
IBT,OLD DOMINION FREIGHT LINES,"11135 RUSH ST, SOUTH EL MONTE, CA 917333511",2/25/88,Lost,47,10,34,3,34.0493908,-118.0327889
IAM,ROLLINS LEASING CORP.,"12432 VALLEY BLVD, EL MONTE, CA 917323659",3/8/88,Lost,6,1,5,0,34.0581006,-118.0105805
IUOE,TAUBMAN CO.,"8500 BEVERLY BLVD, LOS ANGELES, CA 900486201",3/10/88,Lost,5,2,3,0,34.0753309,-118.3774933
UPWA,EL MONTE ALLOYS INC.,"2023 CHICO AVE, SOUTH EL MONTE, CA 917331692",3/10/88,Won,16,14,2,0,34.0524929,-118.0603188
GMP M,"SCHLOBOHM CO., INC.","814 N SAN FERNANDO RD, LOS ANGELES, CA 900651138",3/17/88,Won,57,36,19,0,34.0909575,-118.2273065
UBC,"AMERICAN COMMERCIAL, INC.","20633 S FORDYCE AVE, CARSON, CA 908101019",3/18/88,Lost,77,16,54,0,33.8443336,-118.2245559
IAM,"METALITE MFG., CO.","924 THOMPSON AVE, GLENDALE, CA 912012039",3/24/88,Won,19,14,5,0,34.1694799,-118.2948436
IBT,"HI GRADE MATERIALS CO., INC.","6500 E AVENUE T, LITTLEROCK, CA 93543",3/29/88,Won,114,68,39,0,34.5397371,-118.0148353
HERE,BROWN DERBY BAR & GRILL,"921 E COLORADO BLVD, PASADENA, CA 911061721",4/1/88,Won,16,12,2,0,34.1461793,-118.1313991
IBT,NATIONAL CAR RENTAL - LAX,"9419 AIRPORT BLVD, LOS ANGELES, CA 900454999",4/7/88,Lost,23,10,11,0,33.950894,-118.387673
IBT,DAILY NEWS,"14932 CALIFA ST, VAN NUYS, CA 91411",4/8/88,Won,42,26,9,4,34.1774316,-118.4586241
UBC,FAR WEST FIR SALES CO.,"16300 GOTHARD ST, HUNTINGTON PARK, CA 926473615",4/8/88,Lost,35,8,22,0,33.7261228,-117.9992582
NABET,"SIMMONS SATELLITE, LTD.","6430 W SUNSET BLVD STE 90, LOS ANGELES, CA 900287901",4/18/88,Won,9,5,3,0,34.0976934,-118.3300769
IBT,AIRPORT TAXICAB MANAGEMENT,"6301 W 96TH ST, LOS ANGELES, CA 900455234",4/20/88,Lost,40,6,32,2,33.9498867,-118.3777504
LOCAL,K.W.B. INC.,"5445 JILLSON ST, LOS ANGELES, CA 900402117",4/22/88,Lost,8,0,6,0,34.0024765,-118.1610898
IBT,INTERCOMMUNITY SANITARIUM,"2626 GRAND AVE, LONG BEACH, CA 908151798",4/25/88,Won,82,47,24,0,33.8049467,-118.1456083
UFCW,THREE BOBS INC.,"11690 GATEWAY BLVD, LOS ANGELES, CA 900642829",4/26/88,Won,7,5,1,0,34.0285415,-118.4428673
SEIU,INFORMATION & REFERRAL FED.,"3035 TYLER AVE, EL MONTE, CA 917313351",4/26/88,Won,68,55,5,3,34.0638054,-118.0358185
LOCAL,DELTA PATROL SERVICE,"1605 W OLYMPIC BLVD, LOS ANGELES, CA 900153808",4/29/88,Won,164,90,45,0,34.0499377,-118.2744972
IBT,GRANTREE RENTAL FURNITURE CORP.,"5600 LINDBERGH LN, BELL, CA 902016411",5/6/88,Won,21,12,5,1,33.9927376,-118.1659087
IBT,FIRESTONE TIRE & RUBBER CO.,"11905 VENTURA BLVD, STUDIO CITY, CA 916042607",5/6/88,Won,4,4,0,0,34.1431031,-118.3909842
PAT,KEEBLE GLASS CO.,"9716 GLENOAKS BLVD, SUN VALLEY, CA 913521519",5/10/88,Won,12,5,0,0,34.246404,-118.383292
UFCW,"POCINO SAUAGE, INC.","14250 LOMITAS AVE, LA PUENTE, CA 917463014",5/11/88,Lost,51,21,25,4,34.0295151,-117.989525
UBC,ROCKWIN CORP.,"13440 IMPERIAL HWY, SANTA FE SPRINGS, CA 906704820",5/12/88,Won,17,12,0,1,33.916715,-118.0450011
NPW,WOODLAND FURNITURE MFG.,"5607 MCKINLEY AVE, LOS ANGELES, CA 900115225",5/13/88,Lost,66,22,35,2,33.9911594,-118.2612048
IBT,"CALRECO, INC.","8015 VAN NUYS BLVD, PANORAMA CITY, CA 914026009",5/18/88,Lost,15,4,10,0,34.216407,-118.4492238
PAT,"COOKES CRATING, INC.","3224 W 11TH ST, LOS ANGELES, CA 900191962",5/19/88,Won,27,19,1,5,34.0508318,-118.3095932
ACTWU,CALIFORNIA INFANTEEN-GUYS & GIRLS,"1122 S FLOWER ST, LOS ANGELES, CA 900152115",5/20/88,Won,69,31,29,0,34.0424987,-118.2640658
UFCW,PUBLIC STORAGE MANAGEMENT CLEARING CO.,"1015 GRANDVIEW AVE, GLENDALE, CA 912012205",5/27/88,Won,372,141,129,16,34.1635333,-118.2823078
BCTW,GRISSINI FOODS,"5235 VALLEY BLVD, LOS ANGELES, CA 900323948",6/3/88,Won,30,17,9,0,34.073838,-118.1700024
IBT,MELVILLE CORP.,"4811 S ALAMEDA ST, LOS ANGELES, CA 900582805",6/10/88,Lost,132,30,91,2,34.0000141,-118.2393224
IUE,GERRARD METAL CRAFTSMAN,"151 W ROSECRANS AVE, GARDENA, CA 902481829",6/10/88,Won,157,112,40,5,33.9017219,-118.2884167
IBT,YARTIN GILLET & CO.,"16125 VALLEY BLVD, LA PUENTE, CA 917445432",6/10/88,Lost,39,7,27,0,34.0156875,-117.9502539
ILWU,INDIES TERMINAL CO.,"219 BERTH, SAN PEDRO, CA 907317501",6/13/88,Lost,11,2,9,0,33.7360619,-118.2922461
AFTRA,"KWKW, INC.","800 SIERRA MADRE VILLA AVE, PASADENA, CA 911072044",6/15/88,Lost,9,0,9,0,34.1602146,-118.081036
UAW,"PIONEER ELECTRONICS TECHNOLOGY, INC.","1800 W HOLT AVE, POMONA, CA 917683303",6/16/88,Lost,307,115,168,5,34.0605945,-117.7818642
AWOC,DEMENNO & KERDON,"2000 N ALAMEDA ST, COMPTON, CA 902222799",6/17/88,Lost,63,29,31,0,33.9100128,-118.220887
SMW,BAY CITIES METAL PRODUCTS,"4303 LINCOLN BLVD, MARINA DEL REY, CA 90292",6/17/88,Lost,24,8,13,2,33.9855909,-118.4435651
UBC,RODE BROS. INC.,"8280 MELROSE AVE, LOS ANGELES, CA 900466821",6/22/88,Won,11,6,3,0,34.0834141,-118.3699715
HERE,"ARASERVE, ARA SERVICES","16000 VENTURA BLVD, ENCINO, CA 914362744",6/24/88,Won,9,5,3,1,34.15564,-118.48185
UBC,TANNER COMPANIES,"500 S VIRGIL AVE, LOS ANGELES, CA 900201407",6/29/88,Won,11,8,0,3,34.0649729,-118.2866409
IBT,ACCURATE CONTAINER CO.,"8110 SORENSEN AVE, SANTA FE SPRINGS, CA 906702182",7/7/88,Lost,106,22,80,1,33.9676118,-118.0595668
ILA,"STANLEY HOME PRODUCTS, INC.","540 MAPLE AVE, TORRANCE, CA 905033912",7/13/88,Won,10,7,2,1,33.8410673,-118.3394374
UBC,"ZONE STORE FIXTURES MFG.,CO.","843 E 31ST ST, LOS ANGELES, CA 900112006",7/14/88,Lost,36,12,21,1,34.0167514,-118.2603825
IBT,"AYERS-CHAIRMAKERS, INC.","5700 AVALON BLVD, LOS ANGELES, CA 900115302",7/22/88,Lost,155,50,83,8,33.9907044,-118.2652001
IBT,"PACIFIC COAST DRUM, INC.","2200 ROSEMEAD BLVD, SOUTH EL MONTE, CA 917331588",7/22/88,Won,94,63,4,2,34.0538089,-118.0639582
USW,BRYANT DIE CAST CO.,"8420 ATLANTIC AVE, CUDAHY, CA 902015822",7/28/88,Won,199,94,90,3,33.9561278,-118.1836218
IBT,"SHOWA MARINE, INC.","668 S ALAMEDA ST, LOS ANGELES, CA 900211234",7/29/88,Won,13,9,3,1,34.0359296,-118.2384101
UPWA,CRAMER PAINTING INC.,"1910 COGSWELL RD, SOUTH EL MONTE, CA 917333604",8/1/88,Lost,13,1,3,0,34.0482864,-118.0355561
IBT,"GALLETTI BROTHERS FOOD, INC.","2900 AYERS AVE, LOS ANGELES, CA 900234704",8/3/88,Won,22,13,6,0,33.9991006,-118.1815594
UPWA,J.C. FRENCH & CO.,"553 W COVINA BLVD, SAN DIMAS, CA 917732911",8/3/88,Won,14,7,2,1,34.0998317,-117.8151114
IUE,AMTECH LIGHTING,"9637 REMER ST, SOUTH EL MONTE, CA 917333078",8/4/88,Lost,85,15,47,6,34.048392,-118.0587218
UPWA,HARRIS & RUTH PTG. CONTRACTOR INC.,"2107 W SAN BERNARDINO RD, WEST COVINA, CA 917901007",8/4/88,Won,61,20,0,13,34.0902828,-117.9464557
IBT,CALIFORNIA PRIMARY PHYSICIANS MED.,"1025 W OLYMPIC BLVD, LOS ANGELES, CA 900151329",8/5/88,Lost,160,43,103,1,34.0466296,-118.2666809
SIU,GLOBAL PROCESSING INC.,"11831 WAKEMAN ST, SANTA FE SPRINGS, CA 906702130",8/5/88,Won,30,17,13,0,33.9667316,-118.0614658
PAT,DARRELL T. STUART CONTRACTOR,"4619 YORK BLVD, LOS ANGELES, CA 900413398",8/10/88,Lost,36,5,12,0,34.1232641,-118.2152669
BSOIW,V & F MANUFACTURING,"5582 ALHAMBRA AVE, LOS ANGELES, CA 900323106",8/11/88,Lost,17,7,9,0,34.0788461,-118.1624153
BSOIW,V & F MANUFACTURING,"5582 ALHAMBRA AVE, LOS ANGELES, CA 900323106",8/11/88,Lost,9,1,8,0,34.0788461,-118.1624153
USW,"DELTA TECHNICAL COATINGS, INC.","2550 PELLISSIER PL, WHITTIER, CA 906011505",8/11/88,Lost,107,18,85,3,34.026859,-118.0341788
UBC,BEAVER CONSTRUCTION CO.,"436 LOMA VISTA ST, EL SEGUNDO, CA 902452917",8/17/88,Lost,12,1,2,0,33.9220424,-118.4215937
UBC,QUALITY BUILT CABINET CO.,"2103 SEAMAN AVE, SOUTH EL MONTE, CA 917332628",8/18/88,Won,3,2,0,0,34.0529595,-118.0531577
OPEIU,MGM-UA,"11111 SANTA MONICA BLVD, LOS ANGELES, CA 900253333",8/24/88,Lost,31,10,21,0,34.0484137,-118.4454251
LOCAL,ST. FRANCIS MEDICAL CENTER,"3630 E IMPERIAL HWY, LYNWOOD, CA 902622636",8/25/88,Won,325,164,84,9,33.930826,-118.203228
IBT,"G.I.A. GEM TRADE LABORATORY, INC.","1660 STEWART ST, SANTA MONICA, CA 904044020",8/26/88,Lost,28,3,23,0,34.03064,-118.4671438
UAW,HUMANOID SYSTEMS,"17022 MONTANERO AVE, CARSON, CA 907461347",8/31/88,Lost,50,15,34,1,33.8784609,-118.2553119
PGOC,CORDINI CORP.,"4880 VALLEY BLVD, LOS ANGELES, CA 900323315",9/1/88,Won,37,12,0,2,34.067069,-118.178229
IBT,MARRIOTT IN-FLITE,"6901 W IMPERIAL HWY, LOS ANGELES, CA 900456395",9/1/88,Won,562,257,223,4,33.9318354,-118.4114562
IBT,MISSION FOODS,"7930 DEERING AVE, CANOGA PARK, CA 913045007",9/1/88,Lost,18,7,10,0,34.2147838,-118.5943104
IBT,FIRESTONE TIRE & RUBBER COMPANY,"7777 EDINGER AVE, HUNTINGTON PARK, CA 926473639",9/2/88,Won,3,3,0,0,33.7314265,-117.993809
IBT,EQUI-MED TRANSPORATION,"2224 W COMMONWEALTH AVE, ALHAMBRA, CA 918031301",9/7/88,Lost,9,1,5,0,34.0878662,-118.1483047
SIU,"WINKLER FLEXIBLE PRODUCTS, INC.","5600 E OLYMPIC BLVD, LOS ANGELES, CA 900225128",9/8/88,Won,270,154,82,3,34.0137623,-118.1504854
GCIU,CREST GRAPHICS,"6555 BANDINI BLVD, LOS ANGELES, CA 900403119",9/8/88,Lost,19,7,10,0,33.987567,-118.141784
IBT,"L.A. TERMINAL, INC.","560 PIER A PL, WILMINGTON, CA 907446210",9/8/88,Won,4,4,0,0,33.7568848,-118.2712385
UA,"D.L. CARPENTERS, INC.","1316 W 29TH ST, LONG BEACH, CA 908102836",9/8/88,Lost,33,2,20,6,33.8094402,-118.2093049
UAW,UNITED CEREBRAL PALSY/SPASTIC CHILDREN,"7630 GLORIA AVE, VAN NUYS, CA 914061805",9/9/88,Lost,93,32,35,0,34.20939,-118.479142
IBT,UNION CARBIDE CORPORATION,"2300 E PACIFIC COAST HWY, WILMINGTON, CA 907442919",9/15/88,Lost,25,5,19,1,33.7901884,-118.2287894
ILGWU,FAR WEST,"5649 ALHAMBRA AVE, LOS ANGELES, CA 900323107",9/16/88,Won,73,47,6,3,34.0790947,-118.1607698
AFTRA,"HARRISCOPE OF LOS ANGELES, INC.","5545 W SUNSET BLVD, LOS ANGELES, CA 900288521",9/28/88,Won,4,3,0,1,34.098374,-118.3110787
IBT,TNT SKYPAK,"10100 AVIATION BLVD, LOS ANGELES, CA 900455916",9/28/88,Lost,32,1,28,3,33.9442745,-118.3782434
ICWU,M G INDUSTRIES,"11711 S ALAMEDA ST, LOS ANGELES, CA 900592130",9/29/88,Lost,14,4,9,1,33.9276036,-118.2252939
UPIU,NEWARK PACIFIC PAPERBOARD CORP.,"6001 S EASTERN AVE, LOS ANGELES, CA 900403413",10/4/88,Won,63,52,4,3,33.9823348,-118.1647463
IUE,OLYMPIC PLASTICS CO.,"5800 W JEFFERSON BLVD, LOS ANGELES, CA 900163109",10/5/88,Won,93,75,9,0,34.0257968,-118.3760581
UBC,"RANKIN LITE LIFT OVERHEAD DOOR, INC.","PO BOX 3421, LA PUENTE, CA 917440421",10/6/88,Won,14,8,3,3,34.0200114,-117.9495083
BCTW,INTERNATIONAL BREAD & CROISSANT,"2537 N SAN FERNANDO RD, LOS ANGELES, CA 900651325",10/7/88,Won,20,19,0,1,34.1078422,-118.2404646
IBT,FILE KEEPERS INC.,"2301 E 7TH ST, LOS ANGELES, CA 900231004",10/12/88,Won,54,24,12,0,34.0347836,-118.2226928
IBT,FILES KEEPERS INC.,"2301 E 7TH ST, LOS ANGELES, CA 900231004",10/12/88,Won,13,7,5,0,34.0347836,-118.2226928
ICWU,DRACKETT CO.,"14731 INDUSTRY CIR, LA MIRADA, CA 906385818",10/13/88,Lost,44,20,21,0,33.8746021,-118.0194534
IATSE,THEATRE CORPORATION OF AMERICA,"39 S EL MOLINO AVE, PASADENA, CA 911015220",10/13/88,Lost,9,2,6,0,34.1451288,-118.1372748
IBT,MODERN WHEELS/NORANDA CORP.,"19200 S REYES AVE, COMPTON, CA 902215812",10/14/88,Lost,1238,516,609,28,33.8558883,-118.2081527
IBEW,"MARCO MFG., CO. INC.","2520 INDUSTRY WAY, LYNWOOD, CA 902624090",10/14/88,Won,99,69,16,1,33.9252745,-118.2285418
AFGLA,"EXCEL SECURITY SERVICES, INC.","16221 S MAPLE AVE, GARDENA, CA 902482827",10/20/88,Won,96,61,2,1,33.8841279,-118.2712085
LGPN,"HARRINGTON TOOLS, INC.","4558 BRAZIL ST, LOS ANGELES, CA 900391002",10/21/88,Lost,92,31,56,5,34.1459179,-118.2747159
IBT,"S.F.S. INDUSTRIES, INC.","13761 FREEWAY DR, SANTA FE SPRINGS, CA 906705623",10/21/88,Lost,230,89,129,7,33.8941061,-118.0448332
UBC,C.T. DECINCES CONSTRUCTION CO.,"7742 GLORIA AVE, VAN NUYS, CA 914061884",10/25/88,Won,3,2,0,0,34.2115704,-118.4787072
IBT,GEMLIME FRAME COMPANY INC.,"1000 E MACY ST, LOS ANGELES, CA 900331298",10/26/88,Lost,285,58,171,7,34.0522342,-118.2436849
GCIU,CALIFORNIA BOX COMPANY,"7240 CRIDER AVE, PICO RIVERA, CA 906603704",10/26/88,Lost,65,22,40,1,33.9848777,-118.1088846
ILGWU,PICK YOUR PART AUTO WRECKING,"11201 PENDLETON ST, SUN VALLEY, CA 913521528",10/27/88,Won,100,53,41,4,34.2372075,-118.3753903
AFTRA,TRANSTAR RADIO NETWORK,"6430 W SUNSET BLVD STE 4, LOS ANGELES, CA 900287901",10/29/88,Won,56,37,15,4,34.0976934,-118.3300769
CWA,DAILY NEWS,"PO BOX 4200, WOODLAND HILLS, CA 913654200",11/1/88,Won,10,7,3,0,34.165357,-118.6089752
IBT,MARTIN METAL FINISHERS,"12150 ALAMEDA ST, LYNWOOD, CA 902624092",11/4/88,Won,204,103,84,1,33.922652,-118.2237506
IUOE,PEDUS SERVICE,"3500 W 1ST ST, LOS ANGELES, CA 900045951",11/9/88,Won,12,9,2,0,34.0731725,-118.2896156
IBT,FRANCISCO DISTRIBUTING COMPANY,"780 S ALAMEDA ST, LOS ANGELES, CA 900211624",11/9/88,Lost,68,14,50,0,34.030914,-118.2377691
IBT,DEL REY SPORTS,"5625 JILLSON ST, LOS ANGELES, CA 900401422",11/10/88,Lost,64,18,43,2,34.0009006,-118.1575602
SIU,MIDWAY PLASTICS CORPORATION,"2275 E CHERRY INDUSTRL CIR, LONG BEACH, CA 908054413",11/10/88,Won,52,40,9,0,33.858013,-118.1657518
UFCW,NOTRICA'S 32ND STREET MARKET,"8145 E WARDLOW RD, LONG BEACH, CA 908083204",11/10/88,Lost,44,15,17,1,33.8185664,-118.0706579
LDC,MILUM TEXTILE SERVICES,"443 S RAYMOND AVE, PASADENA, CA 911052630",11/10/88,Won,47,26,14,0,34.1379389,-118.1493284
HERE,RADISSON PLAZA HOTEL,"1400 PARK VIEW AVE, MANHATTAN BEACH, CA 902663710",11/11/88,Won,294,142,93,20,33.900025,-118.388114
IBT,INTERNATIONAL MARINE PRODUCTS,"500 E 7TH ST, LOS ANGELES, CA 900142410",11/15/88,Lost,19,6,12,0,34.0411966,-118.2474816
IBT,BEAUCHAMP DISTTRIBUTING COMPANY,"1911 S SANTA FE AVE, COMPTON, CA 902215306",11/17/88,Lost,42,14,24,3,33.8790946,-118.216295
UAW,TRUFLEX RUBBER PRODUCTS CO.,"1667 N MAIN ST, LOS ANGELES, CA 900121997",11/18/88,Won,77,54,21,1,34.068031,-118.226624
IBT,BOLTON TRUCKING CO.,"3575 ROSS ST, LOS ANGELES, CA 900581422",11/18/88,Lost,64,17,40,2,33.931017,-118.2767041
LGPN,"AERO-ENGINES, INC.","3030 N COOLIDGE AVE, LOS ANGELES, CA 900393414",11/23/88,Lost,55,16,37,1,34.1045899,-118.2440032
IBT,"RANDALL FARMS, INC.","2905 E 50TH ST, LOS ANGELES, CA 900582919",12/1/88,Won,63,41,20,0,33.9992119,-118.2171175
HERE,HORSESHOE CLUB,"14305 S VERMONT AVE, GARDENA, CA 90247",12/1/88,Won,135,44,12,0,33.9017131,-118.2919608
BCTW,"TREE TOP, INC.","6511 TELEGRAPH RD, LOS ANGELES, CA 900402517",12/2/88,Lost,31,13,18,0,33.9924072,-118.1399719
IBT,FRANKLIN BRASS MANUFACTURING CO.,"5353 GROSVENOR BLVD, LOS ANGELES, CA 900666913",12/2/88,Won,245,122,108,4,33.9829187,-118.4153975
IUE,SERVALL PACKAGING INDUSTRIES,"20550 DENKER AVE, TORRANCE, CA 905011644",12/7/88,Lost,177,64,105,7,33.8439885,-118.3032712
LGPN,"S.D.S. INDUSTRIES, INC.","10241 NORRIS AVE, PACOIMA, CA 913312292",12/7/88,Lost,229,34,173,0,34.255924,-118.4026181
SMW,"J.F. DUNCAN INDUSTRIS, INC.","9301 STEWART AND GRAY RD, DOWNEY, CA 902415315",12/9/88,Lost,43,15,23,1,33.9298138,-118.1204131
IBT,"LA TAPATIA TORTILERIA, INC.","310 E FLORENCE AVE, LOS ANGELES, CA 900032232",12/13/88,Lost,334,44,190,7,33.9744562,-118.2682851
TWIU,BAVARIAN SPECIALTY FOODS,"22417 S VERMONT AVE, TORRANCE, CA 905022449",12/15/88,Won,83,44,38,0,33.8228762,-118.2911633
ILGWU,REALOTE OPTICAL INC. & YOUNGER MFG.,"4166 S MAIN ST, LOS ANGELES, CA 900372236",12/16/88,Won,244,112,87,0,34.0075232,-118.2736294
AFTRA,"MONEY RADIO, INC.","233 S BEAUDRY AVE STE 1220, LOS ANGELES, CA 900122000",12/17/88,Won,24,11,1,0,34.0572492,-118.2563586
IATSE,MCA RECORDING STUDIOS,"1516 W GLENOAKS BLVD, GLENDALE, CA 912011943",12/21/88,Won,14,9,5,0,34.1685351,-118.2866012
IBT,CATALINA SWIMWEAR,"1133 S GREENWOOD AVE, MONTEBELLO, CA 906406003",1/6/89,Lost,220,69,94,2,33.9920151,-118.1218697
IAM,SERVICE MOTOR PARTS CO.,"1501 BEACH ST, MONTEBELLO, CA 906405431",1/13/89,Lost,11,5,6,0,34.0009017,-118.1218687
IUE,EDISON CO. EMPLOYEES FEDERAL CREDIT UN.,"9837 BALDWIN PL, EL MONTE, CA 917312201",1/18/89,Lost,28,10,18,0,34.0710472,-118.0546057
IBT,EXXON CO. U.S.A,"2000 E SEPULVEDA BLVD, LONG BEACH, CA 908101937",1/19/89,Lost,17,6,11,0,33.8068138,-118.2322409
IBT,NORMANDIE CLUB,"1045 W ROSECRANS AVE, GARDENA, CA 902472601",1/20/89,Lost,446,87,263,17,33.9017219,-118.2884167
IBT,BEVERLY MANOR CONVALESCENT HOSPITAL,"6700 SEPULVEDA BLVD, VAN NUYS, CA 914111297",1/25/89,Won,112,63,31,0,34.1925011,-118.4648996
ILWU,HUGO NEU PROLER CO. / BILL'S TRUCKING,"901 NEW DOCK ST, SAN PEDRO, CA 907317539",1/31/89,Won,21,6,5,0,33.7583987,-118.2529454
LOCAL,"HARLEM GLOBETROTTERS, INC.","15301 VENTURA BLVD, SHERMAN OAKS, CA 914033102",1/31/89,Lost,10,1,9,0,34.1549292,-118.4665507
SEIU,AMERIKO MAINTENANCE COMPANY,"750 E GREEN ST, PASADENA, CA 911012120",2/3/89,Lost,82,29,47,0,34.1443336,-118.1372168
LOCAL,AIRCO INDUSTRIAL GASES,"2535 DEL AMO BLVD, TORRANCE, CA 905031706",2/16/89,Lost,2,0,2,0,33.8477809,-118.3302824
IUOE,"KHJ TV, INC.","5515 MELROSE AVE, LOS ANGELES, CA 900383149",2/17/89,Lost,4,1,3,0,34.0837936,-118.3208986
IBT,K & K OFFICE FURNITURE COMPANY,"3000 E IMPERIAL HWY, LYNWOOD, CA 902622497",2/23/89,Lost,151,56,88,4,33.9297671,-118.2167291
ILGWU,"L.A. GEAR, INC.,","1050 E 223RD ST, CARSON, CA 907454209",2/23/89,Lost,182,33,125,12,33.8228731,-118.2559514
HERE,HOLIDAY INN,"500 E 1ST ST, LONG BEACH, CA 908025096",2/24/89,Won,54,25,8,6,33.7678139,-118.1859934
SEIU,AIDS PROJECT LOS ANGELES,"3670 WILSHIRE BLVD, LOS ANGELES, CA 900102737",2/28/89,Lost,69,24,37,2,34.0613977,-118.3057279
IBT,"DECORE-ATIVE SPECIALTIES, INC.","4414 AZUSA CANYON RD, BALDWIN PARK, CA 917062740",3/1/89,Lost,655,105,333,,34.0925856,-117.9428184
IUOE,LPI SERVICE CORP.,"2121 AVENUE OF THE STARS, LOS ANGELES, CA 900675010",3/3/89,Won,4,3,0,1,34.0551746,-118.4132525
OPEIU,MGM/UA DISTRIBUTION CO.,"11111 SANTA MONICA BLVD, LOS ANGELES, CA 900253333",3/6/89,Won,10,7,3,0,34.0484137,-118.4454251
SEIU,"GOODHEW AMBULANCE SERVICE, INC.","3198 W 15TH ST, LOS ANGELES, CA 900194560",3/7/89,Won,153,66,44,15,34.045455,-118.3189138
IBT,BELL INDUSTRIES (GRAPHIC ARTS),"4425 SHEILA ST, LOS ANGELES, CA 900234381",3/8/89,Won,25,13,10,0,34.0061809,-118.1803203
IBT,EAST LOS ANGELES BAKERY,"4333 UNION PACIFIC AVE, LOS ANGELES, CA 900234134",3/9/89,Lost,20,9,9,0,34.0168392,-118.1786177
LDC,TENDER LOVING CARE,"4812 S MAIN ST, LOS ANGELES, CA 900373219",3/10/89,Won,64,24,7,2,33.9988614,-118.2736996
